login_hour,day_of_week,session_duration,command_length,unique_resources,failed_login_count,is_known_device,is_known_location,auth_method_encoded,entity_type_encoded
12,4,62,1,1,0.0,0,0,1,3
11,5,2659,1,1,0.0,0,1,2,2
18,2,2969,1,1,0.0,0,1,5,2
14,4,722,1,1,0.0,0,1,2,2
5,1,56891,1,1,0.0,0,1,4,4
20,4,611,1,1,0.0,0,1,2,2
11,6,1762,1,1,0.0,0,1,5,1
4,5,2490,1,1,0.0,0,1,4,1
7,5,169770,1,1,0.0,0,0,6,1
16,5,3028,1,1,0.0,0,0,4,1
1,3,2593,1,1,0.0,0,1,2,1
7,3,1320,1,1,0.0,0,1,2,1
16,3,33,1,1,1.0,0,0,4,3
19,4,1187,1,1,0.0,0,1,2,1
12,0,1181,1,1,0.0,0,0,5,2
8,5,1202,1,1,0.0,0,0,5,2
5,2,1190,1,1,0.0,0,0,4,1
15,0,762,1,1,0.0,0,1,4,2
2,6,1643,1,1,0.0,0,1,5,1
19,4,727,1,1,1.0,0,0,5,1
11,4,1890,1,1,0.0,0,1,2,1
4,4,3308,1,1,0.0,0,1,2,2
13,4,2491,1,1,1.0,0,1,2,1
0,2,820,1,1,0.0,0,0,2,2
17,3,1193,1,1,0.0,0,0,5,1
2,5,1133,1,1,0.0,0,1,4,2
6,1,2865,1,1,0.0,0,1,4,1
22,5,1812,1,1,0.0,0,1,5,2
23,2,2249,1,1,0.0,0,0,2,2
19,2,2616,1,1,0.0,0,0,5,1
19,0,3150,1,1,0.0,0,1,2,1
21,5,894,1,1,0.0,0,0,2,1
23,4,1683,1,1,0.0,0,1,4,1
13,5,1770,1,1,0.0,0,1,3,3
22,3,3578,1,1,0.0,0,1,5,2
13,1,3266,1,1,0.0,0,0,5,1
12,5,541,1,1,0.0,0,0,5,1
18,3,1440,1,1,0.0,0,0,2,1
0,2,2417,1,1,0.0,0,1,4,2
10,2,4016,1,1,0.0,0,0,0,1
4,4,2266,1,1,0.0,0,1,5,2
10,1,2188,1,1,0.0,0,0,4,2
3,5,1388,1,1,1.0,0,0,4,2
19,6,2333,1,1,0.0,0,0,5,1
15,4,1921,1,1,0.0,0,0,2,1
23,0,2172,1,1,0.0,0,1,4,2
4,1,3411,1,1,0.0,0,1,4,2
23,2,1024,1,1,0.0,0,0,4,2
20,4,750,1,1,0.0,0,0,4,1
16,2,1523,1,1,0.0,0,0,4,1
20,1,3013,1,1,0.0,0,0,5,2
13,2,3267,1,1,1.0,0,0,5,3
15,1,2824,1,1,0.0,0,1,5,2
2,2,3414,1,1,0.0,0,1,4,1
15,0,1740,1,1,0.0,0,1,2,1
1,5,674,1,1,0.0,0,1,2,1
3,4,3366,1,1,0.0,0,1,4,1
16,3,2944,1,1,0.0,0,1,5,2
13,2,3056,1,1,1.0,0,1,4,2
4,1,405,1,1,0.0,0,0,2,1
11,0,2820,1,1,0.0,0,1,2,2
3,0,623,1,1,0.0,0,1,4,1
6,2,527,1,1,1.0,0,0,2,4
10,0,1290,1,1,0.0,0,0,2,2
6,1,2324,1,1,0.0,0,1,5,1
21,1,327,1,1,0.0,0,0,4,4
16,1,2071,1,1,0.0,0,0,5,2
5,0,372,1,1,0.0,0,0,2,1
10,5,1878,1,1,0.0,0,0,5,2
23,0,2131,1,1,0.0,0,0,4,2
0,2,1693,1,1,0.0,0,0,5,2
12,1,2074,1,1,0.0,0,0,4,2
13,3,1053,1,1,1.0,0,1,4,1
13,4,1900,1,1,0.0,0,0,4,2
22,0,2162,1,1,0.0,0,1,2,2
18,2,1356,1,1,0.0,0,1,5,2
21,1,3259,1,1,0.0,0,0,4,2
1,5,521,1,1,0.0,0,1,5,1
9,1,2053,1,1,0.0,0,1,5,2
8,1,884,1,1,0.0,0,1,4,2
16,6,3337,1,1,0.0,0,0,2,2
23,5,2068,1,1,1.0,0,1,4,1
4,0,871,1,1,0.0,0,1,4,2
2,4,3468,1,1,0.0,0,0,5,2
22,5,2523,1,1,0.0,0,1,5,1
2,1,3706,1,1,0.0,0,0,0,1
20,4,150560,1,1,0.0,0,0,6,1
2,5,3524,1,1,0.0,0,1,4,2
8,1,1651,1,1,0.0,0,0,4,2
15,0,2016,1,1,0.0,0,1,5,2
22,0,3143,1,1,0.0,0,1,2,2
23,1,3038,1,1,0.0,0,1,4,1
13,1,2719,1,1,0.0,0,1,5,1
3,0,3503,1,1,0.0,0,1,5,2
13,1,1720,1,1,0.0,0,0,4,2
19,5,82000,1,1,0.0,0,0,4,2
8,4,834,1,1,0.0,0,0,4,1
17,4,2334,1,1,0.0,0,1,4,1
5,0,2541,1,1,0.0,0,1,2,2
0,1,1434,1,1,0.0,0,1,5,2
21,0,1497,1,1,0.0,0,1,4,2
2,0,2078,1,1,0.0,0,0,4,1
0,1,2502,1,1,0.0,0,0,0,0
1,6,2165,1,1,0.0,0,1,4,2
16,1,1478,1,1,0.0,0,0,2,1
21,5,888,1,1,0.0,0,0,5,1
11,5,1122,1,1,0.0,0,1,5,1
11,3,1218,1,1,0.0,0,1,4,2
4,5,3268,1,1,0.0,0,0,4,1
22,1,3497,1,1,0.0,0,0,5,2
23,0,1520,1,1,0.0,0,1,5,2
9,2,2129,1,1,0.0,0,0,2,2
2,0,340,1,1,0.0,0,1,4,2
5,5,1502,1,1,0.0,0,0,2,1
23,2,3411,1,1,0.0,0,0,2,2
3,3,708,1,1,0.0,0,1,4,2
1,6,330,1,1,0.0,0,1,4,1
4,1,766,1,1,0.0,0,0,5,1
21,1,625,1,1,0.0,0,0,2,0
23,3,3031,1,1,0.0,0,1,5,1
13,3,2621,1,1,0.0,0,1,2,1
3,2,5,1,1,1.0,0,0,4,2
4,2,1353,1,1,0.0,0,1,2,2
20,4,1529,1,1,0.0,0,1,2,1
1,0,3448,1,1,0.0,0,1,5,1
19,2,4,1,1,1.0,0,0,4,4
20,4,1531,1,1,0.0,0,0,5,2
15,0,2988,1,1,0.0,0,0,2,1
18,2,2704,1,1,0.0,0,0,5,2
5,1,461,1,1,0.0,0,1,5,2
13,0,2942,1,1,0.0,0,0,0,4
3,6,827,1,1,0.0,0,0,5,2
11,6,1343,1,1,1.0,0,1,4,1
7,2,1027,1,1,2.0,0,1,2,1
6,0,425,1,1,0.0,0,1,5,2
9,1,2301,1,1,0.0,0,0,5,2
18,5,1134,1,1,1.0,0,1,5,2
20,3,3393,1,1,0.0,0,1,2,1
10,6,929,1,1,0.0,0,0,4,2
0,3,3575,1,1,0.0,0,0,4,2
14,3,420,1,1,0.0,0,1,5,1
2,2,3496,1,1,1.0,0,1,4,1
4,3,3234,1,1,0.0,0,0,2,1
8,1,1054,1,1,0.0,0,1,2,1
20,1,3487,1,1,0.0,0,1,4,1
14,6,3455,1,1,0.0,0,1,2,1
19,1,3322,1,1,0.0,0,0,4,2
7,1,3094,1,1,1.0,0,0,4,2
0,0,862,1,1,1.0,0,0,5,1
3,6,2321,1,1,0.0,0,1,5,2
21,5,2438,1,1,0.0,0,1,5,2
3,3,2298,1,1,0.0,0,0,2,1
15,0,2927,1,1,0.0,0,1,2,1
16,2,11,1,1,1.0,0,0,4,2
5,0,1742,1,1,0.0,0,1,5,1
14,2,1757,1,1,0.0,0,0,5,2
22,4,169,1,1,0.0,0,0,1,0
6,4,2112,1,1,0.0,0,1,5,2
15,5,1454,1,1,0.0,0,1,5,1
3,1,2524,1,1,0.0,0,0,2,2
15,1,398,1,1,0.0,0,1,5,2
21,6,2645,1,1,0.0,0,1,4,1
22,0,1475,1,1,0.0,0,0,2,2
18,0,394,1,1,0.0,0,1,5,2
11,3,3587,1,1,0.0,0,0,4,1
16,3,3184,1,1,0.0,0,0,2,1
13,6,1260,1,1,0.0,0,1,4,2
16,3,583,1,1,0.0,0,0,4,3
11,2,3294,1,1,0.0,0,1,2,2
12,0,1994,1,1,0.0,0,1,5,1
16,4,449,1,1,1.0,0,0,4,1
10,0,530,1,1,0.0,0,0,2,4
22,2,1306,1,1,0.0,0,0,4,2
23,1,548,1,1,0.0,0,1,2,2
0,5,401,1,1,0.0,0,1,2,1
1,6,877,1,1,0.0,0,1,4,2
19,0,1399,1,1,0.0,0,1,2,2
5,3,71050,1,1,0.0,0,0,4,0
14,0,767,1,1,0.0,0,0,2,1
10,3,738,1,1,0.0,0,1,2,2
22,2,1923,1,1,0.0,0,0,4,1
18,3,929,1,1,0.0,0,1,5,2
10,3,1109,1,1,0.0,0,0,4,1
6,0,1169,1,1,0.0,0,1,4,1
17,1,669,1,1,0.0,0,1,4,2
1,0,644,1,1,0.0,0,0,4,1
11,6,3172,1,1,0.0,0,0,2,1
19,0,2494,1,1,0.0,0,0,0,3
3,3,378,1,1,0.0,0,1,4,1
7,1,1742,1,1,0.0,0,1,2,1
5,3,371,1,1,0.0,0,1,5,1
16,5,3164,1,1,1.0,0,1,2,1
7,3,1936,1,1,0.0,0,0,5,1
0,1,2304,1,1,0.0,0,1,4,1
2,3,684,1,1,0.0,0,1,2,2
2,3,183,1,1,1.0,0,0,4,1
1,1,1353,1,1,0.0,0,1,4,2
17,2,1865,1,1,0.0,0,0,4,2
11,1,620,1,1,0.0,0,1,2,1
12,4,1796,1,1,1.0,0,1,4,1
3,6,430,1,1,0.0,0,0,5,1
6,6,2011,1,1,1.0,0,0,4,2
9,6,2923,1,1,0.0,0,1,4,1
20,1,1902,1,1,0.0,0,0,5,2
7,2,1852,1,1,0.0,0,0,2,1
12,3,3085,1,1,0.0,0,1,5,1
21,1,2181,1,1,1.0,0,0,5,2
22,0,3034,1,1,0.0,0,1,5,1
11,5,3249,1,1,0.0,0,1,2,2
21,6,3063,1,1,0.0,0,0,2,1
17,1,1138,1,1,0.0,0,1,4,1
10,6,1120,1,1,0.0,0,0,2,1
17,5,2891,1,1,0.0,0,1,2,2
12,5,2666,1,1,0.0,0,0,4,2
19,1,2720,1,1,0.0,0,0,4,2
1,2,847,1,1,0.0,0,1,5,2
15,2,1493,1,1,0.0,0,1,4,1
0,6,119,1,1,0.0,0,0,1,1
13,0,2921,1,1,0.0,0,1,5,1
19,1,1148,1,1,0.0,0,1,2,2
10,6,413,1,1,0.0,0,1,2,2
17,0,2946,1,1,0.0,0,1,2,2
11,2,2061,1,1,0.0,0,1,4,1
10,4,2404,1,1,0.0,0,1,5,2
13,2,891,1,1,0.0,0,1,5,2
1,1,2672,1,1,0.0,0,0,2,1
17,2,1347,1,1,1.0,0,1,4,1
1,0,1414,1,1,0.0,0,1,2,2
22,5,485,1,1,0.0,0,1,4,2
5,6,592,1,1,0.0,0,0,4,4
17,0,1924,1,1,0.0,0,1,4,2
10,1,2726,1,1,0.0,0,1,2,2
14,4,370,1,1,0.0,0,0,2,1
11,4,3342,1,1,0.0,0,1,5,1
0,3,2699,1,1,0.0,0,0,5,2
12,1,2020,1,1,0.0,0,0,4,2
4,2,1154,1,1,0.0,0,1,2,2
17,2,3193,1,1,0.0,0,1,5,2
14,0,1448,1,1,0.0,0,1,2,2
6,2,3133,1,1,0.0,0,0,2,1
13,1,1391,1,1,1.0,0,1,4,1
6,3,3121,1,1,0.0,0,1,4,2
22,6,1530,1,1,0.0,0,1,5,2
9,1,1033,1,1,0.0,0,1,5,2
12,5,3106,1,1,0.0,0,1,4,2
23,0,1409,1,1,0.0,0,1,4,2
20,4,2559,1,1,0.0,0,1,4,1
16,3,233,1,1,0.0,0,0,1,2
12,4,784,1,1,0.0,0,1,5,2
20,0,942,1,1,0.0,0,1,5,2
23,3,2154,1,1,0.0,0,0,4,2
21,5,147756,1,1,0.0,0,0,6,2
22,6,3119,1,1,0.0,0,0,4,2
6,4,3170,1,1,0.0,0,1,2,2
17,6,3461,1,1,0.0,0,1,2,2
9,4,236,1,1,0.0,0,0,1,2
12,5,1939,1,1,0.0,0,1,2,2
6,1,2833,1,1,0.0,0,1,4,1
23,1,2530,1,1,0.0,0,0,2,2
16,4,209,1,1,1.0,0,0,4,2
11,0,2,1,1,1.0,0,0,4,0
14,4,1882,1,1,0.0,0,1,2,1
16,4,32,1,1,1.0,0,1,4,0
19,0,32,1,1,1.0,0,0,4,2
0,1,1363,1,1,0.0,0,0,4,1
10,0,2665,1,1,0.0,0,1,5,1
14,0,2420,1,1,0.0,0,1,2,1
4,5,630,1,1,0.0,0,1,2,2
5,6,2619,1,1,0.0,0,1,4,1
16,5,2257,1,1,0.0,0,0,4,2
12,2,1225,1,1,0.0,0,1,2,2
3,4,2026,1,1,0.0,0,0,2,1
19,6,2633,1,1,0.0,0,1,4,2
22,1,3094,1,1,0.0,0,1,4,2
4,6,2012,1,1,0.0,0,1,5,2
23,6,1957,1,1,0.0,0,1,2,1
8,4,1829,1,1,0.0,0,1,5,1
12,4,1870,1,1,0.0,0,1,5,1
11,6,1173,1,1,0.0,0,1,2,2
8,4,2679,1,1,0.0,0,1,2,2
11,0,1672,1,1,0.0,0,1,4,1
6,1,5945,1,1,0.0,0,0,5,2
2,0,1090,1,1,0.0,0,1,5,1
17,3,2954,1,1,0.0,0,0,4,1
23,4,3499,1,1,0.0,0,0,5,1
7,6,847,1,1,0.0,0,0,2,1
15,3,1109,1,1,0.0,0,0,5,2
2,0,1941,1,1,0.0,0,0,4,1
18,1,2954,1,1,0.0,0,1,5,1
12,0,1476,1,1,1.0,0,0,4,2
16,1,2041,1,1,0.0,0,0,2,1
11,0,1022,1,1,0.0,0,0,4,1
6,2,2684,1,1,0.0,0,0,2,2
7,3,2418,1,1,0.0,0,1,2,1
14,5,228,1,1,0.0,0,0,4,4
15,2,3159,1,1,0.0,0,1,5,1
18,0,3278,1,1,0.0,0,0,5,2
7,5,1218,1,1,0.0,0,1,2,1
14,6,2317,1,1,0.0,0,0,4,2
5,3,3093,1,1,1.0,0,1,5,2
22,0,3155,1,1,0.0,0,1,4,2
18,0,2337,1,1,0.0,0,1,4,1
6,4,1509,1,1,0.0,0,1,2,1
22,1,1791,1,1,0.0,0,0,2,1
8,3,348,1,1,1.0,0,1,5,1
2,2,3400,1,1,0.0,0,0,4,1
13,4,2467,1,1,0.0,0,1,4,2
4,2,2002,1,1,1.0,0,1,4,1
12,1,1794,1,1,1.0,0,1,2,1
5,0,874,1,1,0.0,0,1,4,2
0,1,1407,1,1,1.0,0,1,5,1
5,3,1473,1,1,0.0,0,1,4,1
21,5,471,1,1,2.0,0,0,1,1
8,6,4195,1,1,0.0,0,0,5,4
8,5,1227,1,1,0.0,0,0,2,1
14,3,2318,1,1,0.0,0,1,2,2
4,0,1224,1,1,0.0,0,1,5,1
18,2,2653,1,1,0.0,0,0,2,2
16,5,2530,1,1,0.0,0,0,5,1
20,4,1275,1,1,0.0,0,1,4,2
15,5,2461,1,1,0.0,0,0,2,1
15,0,233,1,1,0.0,0,0,1,0
15,6,1915,1,1,1.0,0,0,2,2
3,6,532,1,1,0.0,0,1,5,2
18,0,3344,1,1,0.0,0,0,3,2
22,2,1405,1,1,0.0,0,1,2,2
16,6,1928,1,1,0.0,0,1,5,2
14,6,945,1,1,1.0,0,0,5,2
20,2,1220,1,1,0.0,0,1,4,1
1,2,1340,1,1,0.0,0,0,5,2
6,3,1220,1,1,0.0,0,0,2,1
10,0,3418,1,1,0.0,0,1,4,2
2,6,3029,1,1,0.0,0,0,3,1
10,6,2760,1,1,0.0,0,0,5,1
6,2,2156,1,1,0.0,0,1,5,1
3,5,1609,1,1,0.0,0,0,4,2
1,1,1742,1,1,0.0,0,1,5,1
10,0,2220,1,1,0.0,0,1,2,2
18,4,1088,1,1,0.0,0,1,4,2
4,1,2414,1,1,0.0,0,1,5,2
5,1,1973,1,1,0.0,0,0,4,2
16,4,2111,1,1,0.0,0,0,4,1
5,2,1380,1,1,0.0,0,0,2,0
16,3,2710,1,1,0.0,0,0,2,2
0,0,796,1,1,0.0,0,0,5,1
21,1,2855,1,1,1.0,0,1,4,1
6,5,2111,1,1,0.0,0,1,4,1
5,2,2075,1,1,0.0,0,1,4,2
13,3,2758,1,1,0.0,0,1,5,1
0,2,803,1,1,0.0,0,0,2,3
8,5,2252,1,1,0.0,0,0,5,2
15,2,2797,1,1,0.0,0,0,4,2
7,3,292,1,1,0.0,0,0,4,1
17,4,1812,1,1,0.0,0,1,2,2
3,3,1543,1,1,0.0,0,0,3,0
9,1,2132,1,1,0.0,0,1,5,2
18,1,1518,1,1,0.0,0,0,4,2
6,6,3128,1,1,0.0,0,0,2,2
3,2,1138,1,1,0.0,0,1,5,2
15,1,3225,1,1,0.0,0,1,2,1
12,4,2732,1,1,0.0,0,1,4,2
10,2,3431,1,1,0.0,0,1,4,2
9,2,883,1,1,0.0,0,0,2,1
15,1,1430,1,1,0.0,0,0,2,1
6,0,346,1,1,0.0,0,1,2,1
17,4,2593,1,1,0.0,0,1,5,1
22,4,699,1,1,1.0,0,1,2,1
19,0,351,1,1,1.0,0,0,2,2
21,5,1986,1,1,0.0,0,1,4,1
3,2,1976,1,1,0.0,0,1,2,1
6,3,43220,1,1,0.0,0,0,4,3
13,4,3112,1,1,1.0,0,1,4,1
8,2,1991,1,1,0.0,0,1,4,2
10,3,2203,1,1,0.0,0,1,2,1
20,2,2646,1,1,0.0,0,0,5,2
7,5,2918,1,1,0.0,0,0,4,2
5,6,1390,1,1,0.0,0,1,5,2
8,2,2200,1,1,0.0,0,1,2,2
8,3,1185,1,1,0.0,0,1,4,2
18,4,2043,1,1,0.0,0,0,2,1
0,6,1112,1,1,0.0,0,1,4,1
23,5,725,1,1,1.0,0,1,5,2
17,3,3169,1,1,0.0,0,1,2,2
14,6,1770,1,1,0.0,0,1,2,1
23,2,2636,1,1,0.0,0,0,5,2
15,1,317,1,1,0.0,0,0,2,1
22,5,487,1,1,1.0,0,0,5,1
14,4,1127,1,1,0.0,0,1,2,1
2,3,5280,1,1,0.0,0,0,5,4
14,0,393,1,1,0.0,0,1,5,2
16,1,2127,1,1,0.0,0,0,5,3
17,2,3325,1,1,0.0,0,1,4,1
18,5,670,1,1,0.0,0,0,2,2
0,5,1061,1,1,0.0,0,1,4,1
3,2,1026,1,1,1.0,0,0,4,2
5,1,2887,1,1,0.0,0,1,2,2
23,2,1269,1,1,0.0,0,1,4,1
1,3,1661,1,1,0.0,0,1,5,2
3,2,2941,1,1,0.0,0,0,5,1
13,2,1525,1,1,0.0,0,1,5,1
0,6,2695,1,1,0.0,0,1,5,2
5,3,3325,1,1,0.0,0,1,4,2
12,4,1960,1,1,0.0,0,1,5,2
20,2,416,1,1,0.0,0,0,2,1
19,3,2228,1,1,0.0,0,1,5,2
13,5,2059,1,1,0.0,0,1,5,1
20,4,120,1,1,0.0,0,0,1,1
8,0,1391,1,1,0.0,0,1,5,2
8,2,2876,1,1,0.0,0,1,4,2
15,0,2506,1,1,0.0,0,1,5,2
10,0,2043,1,1,0.0,0,0,5,1
4,4,1874,1,1,0.0,0,0,2,2
22,6,3069,1,1,0.0,0,0,5,2
8,1,1896,1,1,0.0,0,1,2,2
15,3,1771,1,1,0.0,0,1,2,1
2,0,863,1,1,0.0,0,1,2,1
12,5,836,1,1,0.0,0,1,2,2
10,1,3196,1,1,0.0,0,0,4,2
22,5,2753,1,1,0.0,0,0,4,2
13,6,2676,1,1,0.0,0,1,2,1
15,2,1872,1,1,0.0,0,1,2,2
23,0,2660,1,1,1.0,0,0,5,2
2,0,3157,1,1,0.0,0,0,2,2
21,2,1864,1,1,0.0,0,0,2,1
12,5,720,1,1,0.0,0,0,4,1
6,6,539,1,1,1.0,0,0,2,0
15,3,1697,1,1,0.0,0,0,5,2
3,2,3251,1,1,0.0,0,1,2,1
10,3,4925,1,1,0.0,0,0,0,1
17,0,1631,1,1,0.0,0,1,5,2
2,0,453,1,1,0.0,0,0,1,3
21,2,2091,1,1,0.0,0,1,2,1
11,0,414,1,1,0.0,0,0,5,2
6,5,2755,1,1,0.0,0,0,5,3
13,2,1423,1,1,0.0,0,1,5,1
23,6,225,1,1,0.0,0,0,1,3
20,1,2469,1,1,0.0,0,1,2,2
12,2,3220,1,1,0.0,0,1,5,2
3,3,1657,1,1,0.0,0,1,4,1
11,0,2449,1,1,0.0,0,1,4,1
2,6,3242,1,1,0.0,0,0,2,1
15,5,3239,1,1,1.0,0,1,2,1
13,1,3476,1,1,1.0,0,1,4,2
19,4,691,1,1,0.0,0,0,2,0
1,6,3346,1,1,0.0,0,1,5,1
16,2,538,1,1,0.0,0,1,5,2
6,4,3186,1,1,0.0,0,1,4,2
19,3,1250,1,1,0.0,0,1,2,2
14,5,394,1,1,1.0,0,1,4,1
9,5,2781,1,1,0.0,0,1,4,2
8,5,1763,1,1,0.0,0,0,4,1
0,3,3106,1,1,0.0,0,1,2,1
3,6,3389,1,1,0.0,0,1,4,2
16,2,1455,1,1,0.0,0,1,2,1
14,5,2527,1,1,0.0,0,0,4,2
10,1,2398,1,1,0.0,0,1,2,1
20,6,3244,1,1,1.0,0,1,5,1
19,5,164498,1,1,0.0,0,0,6,4
1,4,1003,1,1,0.0,0,1,2,1
12,6,628,1,1,0.0,0,1,5,2
15,3,3572,1,1,1.0,0,0,5,2
9,3,1239,1,1,0.0,0,0,2,2
12,4,3525,1,1,0.0,0,1,5,2
10,6,546,1,1,0.0,0,0,2,1
14,2,366,1,1,0.0,0,0,2,2
17,3,559,1,1,0.0,0,1,5,1
14,0,848,1,1,0.0,0,0,1,4
18,0,1889,1,1,0.0,0,0,5,1
9,2,1921,1,1,0.0,0,1,2,1
20,5,2070,1,1,1.0,0,0,4,2
10,3,901,1,1,0.0,0,0,5,1
16,0,954,1,1,0.0,0,1,5,2
10,6,1968,1,1,0.0,0,1,5,1
20,6,2638,1,1,1.0,0,0,4,1
3,5,595,1,1,0.0,0,0,1,4
8,2,433,1,1,0.0,0,1,5,1
18,2,2908,1,1,0.0,0,1,2,1
4,2,740,1,1,0.0,0,0,4,2
14,0,3189,1,1,0.0,0,1,2,1
22,5,2420,1,1,0.0,0,1,5,1
3,4,3190,1,1,0.0,0,1,4,1
21,2,1855,1,1,0.0,0,0,3,0
9,0,1149,1,1,0.0,0,0,4,2
1,4,2585,1,1,0.0,0,1,2,2
1,6,3374,1,1,0.0,0,0,4,2
19,5,2374,1,1,0.0,0,1,5,2
1,3,3104,1,1,0.0,0,1,2,2
23,0,544,1,1,0.0,0,0,4,1
6,1,513,1,1,0.0,0,1,5,2
14,4,1704,1,1,0.0,0,1,5,1
10,0,1567,1,1,0.0,0,1,5,2
1,4,2030,1,1,0.0,0,1,2,2
7,6,1771,1,1,0.0,0,1,4,2
16,4,641,1,1,0.0,0,0,5,1
6,4,1582,1,1,0.0,0,0,2,1
6,3,778,1,1,0.0,0,0,5,2
1,3,2980,1,1,0.0,0,1,4,2
15,0,3029,1,1,0.0,0,0,4,1
8,1,1189,1,1,0.0,0,1,5,1
12,1,1504,1,1,0.0,0,1,4,1
10,1,2684,1,1,0.0,0,0,5,1
4,0,334,1,1,0.0,0,1,2,2
12,0,3777,1,1,0.0,0,0,5,2
23,3,2025,1,1,0.0,0,1,2,1
5,6,2581,1,1,0.0,0,1,2,2
22,6,1219,1,1,0.0,0,0,5,1
13,3,656,1,1,0.0,0,0,4,2
8,0,1478,1,1,0.0,0,0,2,2
11,5,9,1,1,1.0,0,0,4,2
2,4,1223,1,1,0.0,0,1,5,2
13,2,2142,1,1,1.0,0,0,2,2
19,1,2255,1,1,0.0,0,0,2,2
1,1,1587,1,1,0.0,0,1,2,1
8,6,2849,1,1,0.0,0,1,4,1
22,4,3177,1,1,0.0,0,1,4,1
1,3,2641,1,1,0.0,0,1,4,1
18,5,357,1,1,1.0,0,0,5,2
20,4,1862,1,1,0.0,0,0,5,1
12,1,408,1,1,0.0,0,0,2,1
5,2,2310,1,1,0.0,0,1,2,1
5,0,1047,1,1,0.0,0,1,2,2
8,0,2815,1,1,1.0,0,1,5,1
6,5,3237,1,1,0.0,0,1,4,2
1,1,2560,1,1,0.0,0,1,4,2
15,3,2078,1,1,0.0,0,1,5,1
0,4,2993,1,1,0.0,0,1,5,2
22,1,3480,1,1,0.0,0,0,4,1
0,0,1458,1,1,0.0,0,1,5,2
0,1,931,1,1,0.0,0,1,5,2
12,0,360,1,1,0.0,0,1,2,2
20,5,2102,1,1,0.0,0,1,4,1
19,3,1900,1,1,0.0,0,0,5,2
7,6,2895,1,1,0.0,0,0,2,1
14,4,2778,1,1,0.0,0,1,2,1
1,1,2601,1,1,0.0,0,1,5,2
8,4,3181,1,1,0.0,0,0,5,2
3,2,3340,1,1,0.0,0,0,4,1
15,5,165444,1,1,0.0,0,0,6,0
19,0,1116,1,1,0.0,0,1,2,1
12,0,2008,1,1,0.0,0,1,4,1
8,3,2553,1,1,0.0,0,1,2,2
9,2,3535,1,1,0.0,0,1,5,2
4,2,2631,1,1,0.0,0,1,4,1
7,3,2239,1,1,0.0,0,1,2,2
5,1,61190,1,1,0.0,0,0,4,3
19,4,1060,1,1,0.0,0,1,2,1
19,5,2853,1,1,0.0,0,1,4,2
17,4,420,1,1,0.0,0,1,2,1
10,0,1144,1,1,0.0,0,1,2,1
12,1,2973,1,1,0.0,0,1,5,1
2,0,1990,1,1,0.0,0,1,2,1
7,0,3441,1,1,0.0,0,0,2,1
16,3,30,1,1,1.0,0,0,4,2
18,5,2481,1,1,0.0,0,1,5,1
5,2,2210,1,1,0.0,0,1,4,2
5,1,2941,1,1,0.0,0,1,4,1
19,6,2410,1,1,0.0,0,1,4,1
13,2,2820,1,1,0.0,0,1,2,2
22,6,3528,1,1,0.0,0,0,2,2
21,0,3348,1,1,0.0,0,0,3,3
6,2,1740,1,1,0.0,0,0,2,1
14,5,1315,1,1,0.0,0,0,5,2
14,5,2776,1,1,0.0,0,1,4,2
13,3,563,1,1,0.0,0,1,2,1
14,1,1792,1,1,0.0,0,1,4,1
21,4,1553,1,1,0.0,0,1,4,1
0,2,3397,1,1,0.0,0,1,2,1
18,6,2228,1,1,0.0,0,0,5,2
4,5,1924,1,1,1.0,0,1,4,1
5,3,2693,1,1,0.0,0,0,4,2
2,5,460,1,1,0.0,0,1,4,2
23,1,613,1,1,0.0,0,1,2,1
23,6,2843,1,1,0.0,0,1,4,1
20,3,1439,1,1,0.0,0,1,2,1
13,5,3384,1,1,0.0,0,1,5,1
22,5,1722,1,1,0.0,0,1,2,1
6,0,131,1,1,1.0,0,0,4,1
15,1,2904,1,1,0.0,0,1,2,2
18,4,2239,1,1,1.0,0,1,5,1
9,3,1571,1,1,0.0,0,0,2,2
8,3,2027,1,1,0.0,0,1,5,1
9,0,2080,1,1,0.0,0,0,2,1
18,0,951,1,1,0.0,0,1,4,1
21,3,3576,1,1,0.0,0,1,4,1
18,2,961,1,1,0.0,0,0,5,1
21,3,1760,1,1,0.0,0,1,5,1
22,3,1851,1,1,0.0,0,1,4,2
13,3,1328,1,1,0.0,0,1,5,1
1,6,857,1,1,0.0,0,0,5,1
7,4,3183,1,1,0.0,0,1,2,1
12,4,1422,1,1,0.0,0,1,5,2
6,4,709,1,1,0.0,0,1,2,1
2,0,3152,1,1,0.0,0,1,2,2
22,0,3183,1,1,0.0,0,1,5,1
2,0,1673,1,1,0.0,0,0,5,2
15,6,494,1,1,0.0,0,1,4,1
8,1,2606,1,1,0.0,0,0,2,1
5,4,1502,1,1,0.0,0,1,5,1
0,6,698,1,1,0.0,0,1,5,2
11,2,1390,1,1,0.0,0,1,4,2
21,1,2260,1,1,0.0,0,0,4,2
9,1,1092,1,1,0.0,0,1,4,2
7,1,2058,1,1,0.0,0,1,4,2
9,1,1139,1,1,0.0,0,1,4,2
23,5,2913,1,1,0.0,0,1,5,2
16,1,3093,1,1,0.0,0,0,2,1
12,1,524,1,1,0.0,0,0,4,2
1,5,185,1,1,1.0,0,0,4,1
2,5,3373,1,1,0.0,0,0,2,1
3,3,2871,1,1,0.0,0,1,5,1
5,0,3133,1,1,0.0,0,0,4,2
