device_id,device_type,os
DEV01671,Laptop,Windows 11
DEV01672,Laptop,Windows 11
DEV01673,Desktop,Ubuntu
DEV01674,Laptop,Windows 11
DEV01675,Desktop,macOS
DEV01676,Desktop,Windows 11
DEV01677,Desktop,Windows 11
DEV01678,Desktop,Windows 11
DEV01679,Laptop,macOS
DEV01680,Desktop,macOS
DEV01681,Desktop,Windows 11
DEV01682,Laptop,Windows 11
DEV01683,Desktop,Ubuntu
DEV01684,Desktop,Windows 11
DEV01685,Laptop,Ubuntu
DEV01686,Laptop,macOS
DEV01687,Desktop,macOS
DEV01688,Desktop,macOS
DEV01689,Laptop,Ubuntu
DEV01690,Laptop,macOS
DEV01691,Desktop,macOS
DEV01692,Desktop,Windows 11
DEV01693,Desktop,Windows 11
DEV01694,Desktop,Ubuntu
DEV01695,Laptop,macOS
DEV01696,Laptop,Windows 11
DEV01697,Laptop,macOS
DEV01698,Laptop,Ubuntu
DEV01699,Laptop,macOS
DEV01700,Desktop,Windows 11
DEV01701,Laptop,Windows 11
DEV01702,Laptop,Ubuntu
DEV01703,Desktop,Ubuntu
DEV01704,Laptop,Windows 11
DEV01705,Desktop,Windows 11
DEV01706,Laptop,Windows 11
DEV01707,Desktop,macOS
DEV01708,Desktop,Windows 11
DEV01709,Desktop,Ubuntu
DEV01710,Laptop,macOS
DEV01711,Desktop,macOS
DEV01712,Desktop,Windows 11
DEV01713,Laptop,macOS
DEV01714,Desktop,Ubuntu
DEV01715,Laptop,Windows 11
DEV01716,Laptop,macOS
DEV01717,Laptop,macOS
DEV01718,Laptop,macOS
DEV01719,Desktop,macOS
DEV01720,Desktop,Windows 11
DEV01721,Desktop,macOS
DEV01722,Laptop,Windows 11
DEV01723,Desktop,Windows 11
DEV01724,Laptop,Windows 11
DEV01725,Laptop,Windows 11
DEV01726,Laptop,Windows 11
DEV01727,Laptop,macOS
DEV01728,Laptop,Windows 11
DEV01729,Laptop,Ubuntu
DEV01730,Desktop,Ubuntu
DEV01731,Laptop,macOS
DEV01732,Laptop,Windows 11
DEV01733,Desktop,Windows 11
DEV01734,Laptop,Ubuntu
DEV01735,Desktop,macOS
DEV01736,Desktop,macOS
DEV01737,Laptop,Ubuntu
DEV01738,Desktop,Windows 11
DEV01739,Desktop,Ubuntu
DEV01740,Desktop,Windows 11
DEV01741,Desktop,Ubuntu
DEV01742,Desktop,macOS
DEV01743,Desktop,Windows 11
DEV01744,Desktop,Windows 11
DEV01745,Desktop,Ubuntu
DEV01746,Laptop,Ubuntu
DEV01747,Laptop,macOS
DEV01748,Laptop,Ubuntu
DEV01749,Desktop,Ubuntu
DEV01750,Desktop,Ubuntu
DEV01751,Desktop,Ubuntu
DEV01752,Desktop,Windows 11
DEV01753,Desktop,Windows 11
DEV01754,Desktop,Windows 11
DEV01755,Laptop,Windows 11
DEV01756,Laptop,Windows 11
DEV01757,Desktop,Ubuntu
DEV01758,Desktop,Ubuntu
DEV01759,Desktop,macOS
DEV01760,Desktop,Ubuntu
DEV01761,Desktop,Ubuntu
DEV01762,Laptop,Ubuntu
DEV01763,Laptop,Windows 11
DEV01764,Desktop,macOS
DEV01765,Laptop,Windows 11
DEV01766,Desktop,Ubuntu
DEV01767,Desktop,macOS
DEV01768,Desktop,macOS
DEV01769,Desktop,macOS
DEV01770,Laptop,macOS
DEV01771,Desktop,Ubuntu
DEV01772,Laptop,Windows 11
DEV01773,Desktop,Windows 11
DEV01774,Desktop,macOS
DEV01775,Laptop,macOS
DEV01776,Laptop,Ubuntu
DEV01777,Desktop,macOS
DEV01778,Laptop,Ubuntu
DEV01779,Laptop,macOS
DEV01780,Laptop,Windows 11
DEV01781,Laptop,Windows 11
DEV01782,Desktop,Ubuntu
DEV01783,Laptop,macOS
DEV01784,Laptop,Ubuntu
DEV01785,Laptop,Ubuntu
DEV01786,Desktop,macOS
DEV01787,Desktop,macOS
DEV01788,Desktop,macOS
DEV01789,Desktop,macOS
DEV01790,Desktop,macOS
DEV01791,Laptop,Windows 11
DEV01792,Desktop,Windows 11
DEV01793,Desktop,macOS
DEV01794,Laptop,macOS
DEV01795,Desktop,macOS
DEV01796,Desktop,Windows 11
DEV01797,Laptop,Ubuntu
DEV01798,Laptop,Windows 11
DEV01799,Laptop,macOS
DEV01800,Desktop,macOS
DEV01801,Desktop,macOS
DEV01802,Desktop,macOS
DEV01803,Desktop,Windows 11
DEV01804,Laptop,Ubuntu
DEV01805,Laptop,macOS
DEV01806,Laptop,Windows 11
DEV01807,Desktop,Windows 11
DEV01808,Laptop,Ubuntu
DEV01809,Laptop,Windows 11
DEV01810,Laptop,Windows 11
DEV01811,Laptop,Windows 11
DEV01812,Desktop,Ubuntu
DEV01813,Desktop,macOS
DEV01814,Laptop,macOS
DEV01815,Laptop,Windows 11
DEV01816,Desktop,Windows 11
DEV01817,Desktop,Windows 11
DEV01818,Desktop,Windows 11
DEV01819,Desktop,Windows 11
DEV01820,Laptop,Ubuntu
DEV01821,Desktop,macOS
DEV01822,Laptop,Windows 11
DEV01823,Laptop,Ubuntu
DEV01824,Laptop,macOS
DEV01825,Laptop,Windows 11
DEV01826,Laptop,macOS
DEV01827,Laptop,Ubuntu
DEV01828,Desktop,Ubuntu
DEV01829,Desktop,Ubuntu
DEV01830,Desktop,Ubuntu
DEV01831,Desktop,macOS
DEV01832,Desktop,Ubuntu
DEV01833,Laptop,Ubuntu
DEV01834,Desktop,Ubuntu
DEV01835,Laptop,Ubuntu
DEV01836,Desktop,Windows 11
DEV01837,Laptop,Ubuntu
DEV01838,Desktop,macOS
DEV01839,Laptop,Windows 11
DEV01840,Laptop,macOS
DEV01841,Desktop,macOS
DEV01842,Laptop,Ubuntu
DEV01843,Desktop,macOS
DEV01844,Desktop,macOS
DEV01845,Desktop,macOS
DEV01846,Laptop,Windows 11
DEV01847,Desktop,Windows 11
DEV01848,Desktop,Windows 11
DEV01849,Desktop,macOS
DEV01850,Desktop,Windows 11
DEV01851,Desktop,Ubuntu
DEV01852,Laptop,Ubuntu
DEV01853,Desktop,Ubuntu
DEV01854,Laptop,macOS
DEV01855,Desktop,Ubuntu
DEV01856,Laptop,macOS
DEV01857,Laptop,macOS
DEV01858,Laptop,Windows 11
DEV01859,Desktop,Windows 11
DEV01860,Desktop,macOS
DEV01861,Desktop,Windows 11
DEV01862,Desktop,Windows 11
DEV01863,Desktop,macOS
DEV01864,Laptop,Windows 11
DEV01865,Laptop,Windows 11
DEV01866,Laptop,Windows 11
DEV01867,Desktop,macOS
DEV01868,Laptop,Windows 11
DEV01869,Desktop,Ubuntu
DEV01870,Desktop,Windows 11
DEV01871,Desktop,macOS
DEV01872,Desktop,macOS
DEV01873,Laptop,macOS
DEV01874,Laptop,macOS
DEV01875,Desktop,Windows 11
DEV01876,Desktop,Windows 11
DEV01877,Laptop,macOS
DEV01878,Desktop,Ubuntu
DEV01879,Desktop,macOS
DEV01880,Desktop,Windows 11
DEV01881,Laptop,Ubuntu
DEV01882,Laptop,Ubuntu
DEV01883,Laptop,Windows 11
DEV01884,Laptop,Ubuntu
DEV01885,Laptop,macOS
DEV01886,Laptop,macOS
DEV01887,Desktop,Windows 11
DEV01888,Desktop,Ubuntu
DEV01889,Laptop,Ubuntu
DEV01890,Laptop,macOS
DEV01891,Laptop,Ubuntu
DEV01892,Desktop,Ubuntu
DEV01893,Desktop,macOS
DEV01894,Laptop,macOS
DEV01895,Laptop,Windows 11
DEV01896,Desktop,Windows 11
DEV01897,Desktop,Ubuntu
DEV01898,Laptop,Ubuntu
DEV01899,Laptop,Ubuntu
DEV01900,Desktop,Windows 11
DEV01901,Desktop,Windows 11
DEV01902,Laptop,macOS
DEV01903,Desktop,Ubuntu
DEV01904,Laptop,Ubuntu
DEV01905,Desktop,macOS
DEV01906,Laptop,Ubuntu
DEV01907,Desktop,macOS
DEV01908,Desktop,Windows 11
DEV01909,Desktop,Windows 11
DEV01910,Laptop,macOS
DEV01911,Laptop,macOS
DEV01912,Laptop,Windows 11
DEV01913,Desktop,macOS
DEV01914,Desktop,Ubuntu
DEV01915,Laptop,Windows 11
DEV01916,Desktop,Ubuntu
DEV01917,Desktop,macOS
DEV01918,Desktop,Ubuntu
DEV01919,Desktop,Ubuntu
DEV01920,Laptop,macOS
DEV01921,Desktop,Ubuntu
DEV01922,Laptop,macOS
DEV01923,Desktop,Windows 11
DEV01924,Laptop,Ubuntu
DEV01925,Laptop,macOS
DEV01926,Desktop,Ubuntu
DEV01927,Laptop,macOS
DEV01928,Laptop,Ubuntu
DEV01929,Desktop,Ubuntu
DEV01930,Laptop,Windows 11
DEV01931,Laptop,macOS
DEV01932,Laptop,macOS
DEV01933,Laptop,Ubuntu
DEV01934,Laptop,macOS
DEV01935,Laptop,Ubuntu
DEV01936,Desktop,macOS
DEV01937,Laptop,Windows 11
DEV01938,Laptop,Ubuntu
DEV01939,Desktop,Windows 11
DEV01940,Laptop,Windows 11
DEV01941,Desktop,macOS
DEV01942,Desktop,Windows 11
DEV01943,Desktop,Windows 11
DEV01944,Laptop,Windows 11
DEV01945,Laptop,Ubuntu
DEV01946,Desktop,Ubuntu
DEV01947,Laptop,macOS
DEV01948,Desktop,macOS
DEV01949,Laptop,Ubuntu
DEV01950,Desktop,Ubuntu
DEV01951,Desktop,Ubuntu
DEV01952,Laptop,Windows 11
DEV01953,Laptop,Windows 11
DEV01954,Laptop,Ubuntu
DEV01955,Laptop,Windows 11
DEV01956,Desktop,Ubuntu
DEV01957,Laptop,macOS
DEV01958,Laptop,Ubuntu
DEV01959,Desktop,macOS
DEV01960,Desktop,Ubuntu
DEV01961,Laptop,Windows 11
DEV01962,Desktop,Windows 11
DEV01963,Laptop,Ubuntu
DEV01964,Laptop,Ubuntu
DEV01965,Desktop,Windows 11
DEV01966,Laptop,Windows 11
DEV01967,Laptop,Windows 11
DEV01968,Laptop,Windows 11
DEV01969,Desktop,Ubuntu
DEV01970,Laptop,Windows 11
DEV01971,Laptop,macOS
DEV01972,Laptop,macOS
DEV01973,Laptop,Windows 11
DEV01974,Desktop,Windows 11
DEV01975,Laptop,Windows 11
DEV01976,Desktop,Ubuntu
DEV01977,Laptop,Ubuntu
DEV01978,Laptop,Windows 11
DEV01979,Desktop,Windows 11
DEV01980,Desktop,macOS
DEV01981,Desktop,Windows 11
DEV01982,Desktop,macOS
DEV01983,Desktop,macOS
DEV01984,Desktop,macOS
DEV01985,Laptop,macOS
DEV01986,Laptop,macOS
DEV01987,Laptop,Windows 11
DEV01988,Laptop,Windows 11
DEV01989,Laptop,Ubuntu
DEV01990,Laptop,Windows 11
DEV01991,Laptop,macOS
DEV01992,Desktop,Ubuntu
DEV01993,Laptop,macOS
DEV01994,Desktop,Windows 11
DEV01995,Desktop,Ubuntu
DEV01996,Desktop,macOS
DEV01997,Laptop,Ubuntu
DEV01998,Desktop,Windows 11
DEV01999,Desktop,macOS
DEV02000,Desktop,macOS
DEV02001,Laptop,macOS
DEV02002,Laptop,Windows 11
DEV02003,Desktop,macOS
DEV02004,Laptop,macOS
DEV02005,Desktop,macOS
DEV02006,Laptop,Ubuntu
DEV02007,Laptop,Ubuntu
DEV02008,Desktop,Ubuntu
DEV02009,Laptop,macOS
DEV02010,Laptop,Windows 11
DEV02011,Desktop,Windows 11
DEV02012,Laptop,macOS
DEV02013,Desktop,Windows 11
DEV02014,Desktop,macOS
DEV02015,Laptop,Ubuntu
DEV02016,Desktop,Ubuntu
DEV02017,Laptop,Windows 11
DEV02018,Desktop,Windows 11
DEV02019,Laptop,Ubuntu
DEV02020,Laptop,Ubuntu
DEV02021,Laptop,Windows 11
DEV02022,Laptop,macOS
DEV02023,Desktop,macOS
DEV02024,Desktop,Windows 11
DEV02025,Desktop,macOS
DEV02026,Desktop,macOS
DEV02027,Desktop,macOS
DEV02028,Laptop,Windows 11
DEV02029,Laptop,Ubuntu
DEV02030,Desktop,Windows 11
DEV02031,Desktop,macOS
DEV02032,Desktop,Ubuntu
DEV02033,Laptop,Ubuntu
DEV02034,Laptop,macOS
DEV02035,Laptop,macOS
DEV02036,Laptop,Windows 11
DEV02037,Desktop,macOS
DEV02038,Desktop,Windows 11
DEV02039,Desktop,macOS
DEV02040,Laptop,macOS
DEV02041,Desktop,macOS
DEV02042,Desktop,Windows 11
DEV02043,Desktop,Ubuntu
DEV02044,Desktop,macOS
DEV02045,Desktop,Ubuntu
DEV02046,Desktop,macOS
DEV02047,Laptop,Ubuntu
DEV02048,Laptop,Ubuntu
DEV02049,Desktop,Ubuntu
DEV02050,Laptop,macOS
DEV02051,Laptop,Windows 11
DEV02052,Laptop,Windows 11
DEV02053,Laptop,macOS
DEV02054,Laptop,Windows 11
DEV02055,Desktop,macOS
DEV02056,Desktop,Windows 11
DEV02057,Desktop,macOS
DEV02058,Laptop,Ubuntu
DEV02059,Desktop,macOS
DEV02060,Laptop,Ubuntu
DEV02061,Laptop,macOS
DEV02062,Laptop,macOS
DEV02063,Laptop,macOS
DEV02064,Desktop,macOS
DEV02065,Desktop,Windows 11
DEV02066,Laptop,macOS
DEV02067,Desktop,Windows 11
DEV02068,Laptop,Windows 11
DEV02069,Laptop,Ubuntu
DEV02070,Laptop,macOS
DEV02071,Desktop,Windows 11
DEV02072,Desktop,Ubuntu
DEV02073,Desktop,Windows 11
DEV02074,Desktop,Windows 11
DEV02075,Desktop,macOS
DEV02076,Laptop,macOS
DEV02077,Laptop,Ubuntu
DEV02078,Desktop,Ubuntu
DEV02079,Desktop,Ubuntu
DEV02080,Laptop,Windows 11
DEV02081,Desktop,Windows 11
DEV02082,Desktop,macOS
DEV02083,Laptop,Ubuntu
DEV02084,Desktop,Windows 11
DEV02085,Desktop,Windows 11
DEV02086,Desktop,Ubuntu
DEV02087,Desktop,Ubuntu
DEV02088,Laptop,Windows 11
DEV02089,Desktop,macOS
DEV02090,Laptop,Ubuntu
DEV02091,Desktop,Windows 11
DEV02092,Laptop,Ubuntu
DEV02093,Desktop,Windows 11
DEV02094,Laptop,macOS
DEV02095,Laptop,Ubuntu
DEV02096,Laptop,Ubuntu
DEV02097,Laptop,Windows 11
DEV02098,Desktop,Windows 11
DEV02099,Desktop,Ubuntu
DEV02100,Desktop,Ubuntu
DEV02101,Desktop,Ubuntu
DEV02102,Laptop,macOS
DEV02103,Desktop,Windows 11
DEV02104,Desktop,macOS
DEV02105,Desktop,Windows 11
DEV02106,Laptop,Ubuntu
DEV02107,Desktop,Windows 11
DEV02108,Desktop,macOS
DEV02109,Laptop,Windows 11
DEV02110,Laptop,Ubuntu
DEV02111,Laptop,Windows 11
DEV02112,Desktop,Ubuntu
DEV02113,Desktop,Windows 11
DEV02114,Laptop,macOS
DEV02115,Laptop,Ubuntu
DEV02116,Desktop,Windows 11
DEV02117,Desktop,Ubuntu
DEV02118,Desktop,macOS
DEV02119,Laptop,Ubuntu
DEV02120,Desktop,macOS
DEV02121,Desktop,Windows 11
DEV02122,Laptop,Windows 11
DEV02123,Laptop,Windows 11
DEV02124,Laptop,Ubuntu
DEV02125,Laptop,macOS
DEV02126,Laptop,Windows 11
DEV02127,Desktop,Ubuntu
DEV02128,Laptop,Ubuntu
DEV02129,Desktop,Ubuntu
DEV02130,Desktop,Ubuntu
DEV02131,Laptop,Ubuntu
DEV02132,Laptop,macOS
DEV02133,Laptop,macOS
DEV02134,Laptop,Windows 11
DEV02135,Desktop,Windows 11
DEV02136,Desktop,macOS
DEV02137,Laptop,macOS
DEV02138,Desktop,Windows 11
DEV02139,Desktop,macOS
DEV02140,Laptop,macOS
DEV02141,Laptop,Windows 11
DEV02142,Laptop,Windows 11
DEV02143,Laptop,Windows 11
DEV02144,Desktop,Windows 11
DEV02145,Desktop,Windows 11
DEV02146,Laptop,Ubuntu
DEV02147,Laptop,macOS
DEV02148,Laptop,Windows 11
DEV02149,Laptop,Ubuntu
DEV02150,Desktop,macOS
DEV02151,Desktop,macOS
DEV02152,Laptop,Windows 11
DEV02153,Desktop,Ubuntu
DEV02154,Desktop,Windows 11
DEV02155,Desktop,macOS
DEV02156,Laptop,Ubuntu
DEV02157,Laptop,Ubuntu
DEV02158,Desktop,Ubuntu
DEV02159,Desktop,macOS
DEV02160,Desktop,Windows 11
DEV02161,Desktop,Windows 11
DEV02162,Laptop,Windows 11
DEV02163,Laptop,Windows 11
DEV02164,Desktop,Windows 11
DEV02165,Desktop,Ubuntu
DEV02166,Desktop,macOS
DEV02167,Laptop,Ubuntu
DEV02168,Laptop,Ubuntu
DEV02169,Desktop,Ubuntu
DEV02170,Desktop,Ubuntu
DEV02171,Laptop,Windows 11
DEV02172,Laptop,macOS
DEV02173,Laptop,Ubuntu
DEV02174,Desktop,macOS
DEV02175,Desktop,macOS
DEV02176,Desktop,Windows 11
DEV02177,Desktop,Windows 11
DEV02178,Desktop,Windows 11
DEV02179,Laptop,Windows 11
DEV02180,Laptop,Windows 11
DEV02181,Laptop,Windows 11
DEV02182,Desktop,Windows 11
DEV02183,Laptop,macOS
DEV02184,Desktop,Ubuntu
DEV02185,Desktop,Windows 11
DEV02186,Laptop,Windows 11
DEV02187,Laptop,Windows 11
DEV02188,Desktop,macOS
DEV02189,Desktop,macOS
DEV02190,Desktop,Ubuntu
DEV02191,Desktop,macOS
DEV02192,Laptop,Ubuntu
DEV02193,Laptop,Ubuntu
DEV02194,Desktop,macOS
DEV02195,Laptop,Windows 11
DEV02196,Desktop,macOS
DEV02197,Laptop,Ubuntu
DEV02198,Laptop,macOS
DEV02199,Laptop,macOS
DEV02200,Laptop,macOS
DEV02201,Desktop,Ubuntu
DEV02202,Laptop,Windows 11
DEV02203,Desktop,macOS
DEV02204,Desktop,macOS
DEV02205,Desktop,Ubuntu
DEV02206,Desktop,Windows 11
DEV02207,Laptop,Windows 11
DEV02208,Laptop,macOS
DEV02209,Laptop,macOS
DEV02210,Laptop,macOS
DEV02211,Desktop,macOS
DEV02212,Desktop,Ubuntu
DEV02213,Laptop,Ubuntu
DEV02214,Desktop,macOS
DEV02215,Laptop,Windows 11
DEV02216,Laptop,Windows 11
DEV02217,Laptop,Ubuntu
DEV02218,Laptop,macOS
DEV02219,Laptop,Ubuntu
DEV02220,Laptop,Ubuntu
DEV02221,Laptop,macOS
DEV02222,Laptop,Windows 11
DEV02223,Laptop,Windows 11
DEV02224,Desktop,macOS
DEV02225,Desktop,Ubuntu
DEV02226,Laptop,macOS
DEV02227,Desktop,macOS
DEV02228,Laptop,Ubuntu
DEV02229,Desktop,Ubuntu
DEV02230,Laptop,macOS
DEV02231,Laptop,Ubuntu
DEV02232,Laptop,macOS
DEV02233,Desktop,Windows 11
DEV02234,Desktop,Windows 11
DEV02235,Laptop,macOS
DEV02236,Desktop,macOS
DEV02237,Desktop,macOS
DEV02238,Laptop,Ubuntu
DEV02239,Laptop,Ubuntu
DEV02240,Desktop,Windows 11
DEV02241,Desktop,Windows 11
DEV02242,Desktop,Windows 11
DEV02243,Desktop,Ubuntu
DEV02244,Laptop,Ubuntu
DEV02245,Laptop,Ubuntu
DEV02246,Laptop,Ubuntu
DEV02247,Laptop,Windows 11
DEV02248,Laptop,macOS
DEV02249,Desktop,macOS
DEV02250,Laptop,macOS
DEV02251,Desktop,Windows 11
DEV02252,Desktop,Windows 11
DEV02253,Laptop,Ubuntu
DEV02254,Laptop,Windows 11
DEV02255,Laptop,Windows 11
DEV02256,Desktop,Windows 11
DEV02257,Desktop,macOS
DEV02258,Desktop,Windows 11
DEV02259,Laptop,macOS
DEV02260,Laptop,macOS
DEV02261,Laptop,Ubuntu
DEV02262,Desktop,Windows 11
DEV02263,Laptop,Windows 11
DEV02264,Laptop,Windows 11
DEV02265,Laptop,Windows 11
DEV02266,Desktop,Windows 11
DEV02267,Laptop,Windows 11
DEV02268,Laptop,macOS
DEV02269,Desktop,macOS
DEV02270,Laptop,Windows 11
DEV02271,Laptop,Ubuntu
DEV02272,Desktop,Windows 11
DEV02273,Desktop,Ubuntu
DEV02274,Desktop,Windows 11
DEV02275,Laptop,Windows 11
DEV02276,Desktop,macOS
DEV02277,Laptop,Windows 11
DEV02278,Laptop,Windows 11
DEV02279,Desktop,Windows 11
DEV02280,Desktop,Windows 11
DEV02281,Laptop,Windows 11
DEV02282,Laptop,Windows 11
DEV02283,Desktop,Ubuntu
DEV02284,Laptop,Ubuntu
DEV02285,Desktop,Windows 11
DEV02286,Desktop,macOS
DEV02287,Laptop,Ubuntu
DEV02288,Laptop,Windows 11
DEV02289,Laptop,Windows 11
DEV02290,Desktop,Ubuntu
DEV02291,Laptop,macOS
DEV02292,Desktop,Windows 11
DEV02293,Desktop,Windows 11
DEV02294,Laptop,macOS
DEV02295,Laptop,Windows 11
DEV02296,Desktop,macOS
DEV02297,Desktop,macOS
DEV02298,Laptop,macOS
DEV02299,Desktop,Windows 11
DEV02300,Desktop,macOS
DEV02301,Desktop,Ubuntu
DEV02302,Laptop,Ubuntu
DEV02303,Desktop,macOS
DEV02304,Desktop,Ubuntu
DEV02305,Laptop,Windows 11
DEV02306,Laptop,macOS
DEV02307,Laptop,Ubuntu
DEV02308,Laptop,Ubuntu
DEV02309,Desktop,macOS
DEV02310,Desktop,Windows 11
DEV02311,Laptop,macOS
DEV02312,Desktop,macOS
DEV02313,Desktop,Windows 11
DEV02314,Laptop,Ubuntu
DEV02315,Laptop,Windows 11
DEV02316,Desktop,Ubuntu
DEV02317,Desktop,Ubuntu
DEV02318,Desktop,Ubuntu
DEV02319,Desktop,macOS
DEV02320,Desktop,Windows 11
DEV02321,Laptop,Ubuntu
DEV02322,Desktop,macOS
DEV02323,Desktop,macOS
DEV02324,Desktop,macOS
DEV02325,Laptop,Ubuntu
DEV02326,Laptop,macOS
DEV02327,Desktop,macOS
DEV02328,Laptop,macOS
DEV02329,Laptop,Windows 11
DEV02330,Desktop,Windows 11
DEV02331,Laptop,Windows 11
DEV02332,Desktop,macOS
DEV02333,Desktop,Windows 11
DEV02334,Laptop,Windows 11
DEV02335,Desktop,Ubuntu
DEV02336,Laptop,Ubuntu
DEV02337,Desktop,Windows 11
DEV02338,Desktop,Windows 11
DEV02339,Laptop,Windows 11
DEV02340,Laptop,macOS
DEV02341,Laptop,Windows 11
DEV02342,Laptop,Ubuntu
DEV02343,Laptop,macOS
DEV02344,Desktop,Ubuntu
DEV02345,Laptop,macOS
DEV02346,Laptop,macOS
DEV02347,Laptop,Ubuntu
DEV02348,Laptop,Windows 11
DEV02349,Laptop,Ubuntu
DEV02350,Laptop,Windows 11
DEV02351,Laptop,Windows 11
DEV02352,Laptop,macOS
DEV02353,Desktop,Windows 11
DEV02354,Laptop,Ubuntu
DEV02355,Laptop,macOS
DEV02356,Desktop,Ubuntu
DEV02357,Desktop,macOS
DEV02358,Desktop,Ubuntu
DEV02359,Laptop,Ubuntu
DEV02360,Laptop,Windows 11
DEV02361,Laptop,macOS
DEV02362,Laptop,macOS
DEV02363,Laptop,macOS
DEV02364,Laptop,Windows 11
DEV02365,Desktop,Ubuntu
DEV02366,Desktop,macOS
DEV02367,Desktop,macOS
DEV02368,Desktop,macOS
DEV02369,Laptop,Ubuntu
DEV02370,Laptop,Ubuntu
DEV02371,Laptop,macOS
DEV02372,Desktop,Windows 11
DEV02373,Laptop,Ubuntu
DEV02374,Laptop,Windows 11
DEV02375,Desktop,Windows 11
DEV02376,Laptop,macOS
DEV02377,Desktop,Ubuntu
DEV02378,Desktop,macOS
DEV02379,Desktop,Ubuntu
DEV02380,Laptop,Windows 11
DEV02381,Desktop,macOS
DEV02382,Desktop,Windows 11
DEV02383,Desktop,Windows 11
DEV02384,Laptop,Windows 11
DEV02385,Desktop,macOS
DEV02386,Desktop,Windows 11
DEV02387,Laptop,Ubuntu
DEV02388,Laptop,macOS
DEV02389,Laptop,Windows 11
DEV02390,Laptop,macOS
DEV02391,Laptop,Ubuntu
DEV02392,Laptop,macOS
DEV02393,Laptop,macOS
DEV02394,Laptop,Windows 11
DEV02395,Desktop,Windows 11
DEV02396,Laptop,macOS
DEV02397,Desktop,Windows 11
DEV02398,Laptop,Ubuntu
DEV02399,Laptop,Ubuntu
DEV02400,Laptop,Ubuntu
DEV02401,Desktop,Ubuntu
DEV02402,Laptop,Ubuntu
DEV02403,Desktop,macOS
DEV02404,Desktop,Windows 11
DEV02405,Laptop,Ubuntu
DEV02406,Desktop,macOS
DEV02407,Laptop,macOS
DEV02408,Laptop,Windows 11
DEV02409,Desktop,Ubuntu
DEV02410,Laptop,Ubuntu
DEV02411,Laptop,Windows 11
DEV02412,Desktop,Windows 11
DEV02413,Laptop,macOS
DEV02414,Laptop,Windows 11
DEV02415,Laptop,macOS
DEV02416,Laptop,macOS
DEV02417,Desktop,Ubuntu
DEV02418,Laptop,Ubuntu
DEV02419,Desktop,Ubuntu
DEV02420,Desktop,Windows 11
DEV02421,Desktop,Windows 11
DEV02422,Laptop,macOS
DEV02423,Laptop,Windows 11
DEV02424,Desktop,Windows 11
DEV02425,Laptop,Windows 11
DEV02426,Desktop,macOS
DEV02427,Laptop,Ubuntu
DEV02428,Laptop,Ubuntu
DEV02429,Desktop,Windows 11
DEV02430,Desktop,Windows 11
DEV02431,Laptop,Ubuntu
DEV02432,Desktop,Ubuntu
DEV02433,Laptop,Windows 11
DEV02434,Laptop,macOS
DEV02435,Desktop,Ubuntu
DEV02436,Desktop,Ubuntu
DEV02437,Desktop,macOS
DEV02438,Laptop,Windows 11
DEV02439,Desktop,Windows 11
DEV02440,Desktop,Ubuntu
DEV02441,Desktop,Ubuntu
DEV02442,Laptop,Ubuntu
DEV02443,Desktop,macOS
DEV02444,Desktop,Ubuntu
DEV02445,Laptop,macOS
DEV02446,Desktop,macOS
DEV02447,Desktop,Ubuntu
DEV02448,Laptop,macOS
DEV02449,Laptop,macOS
DEV02450,Laptop,macOS
DEV02451,Laptop,Windows 11
DEV02452,Laptop,Ubuntu
DEV02453,Desktop,Windows 11
DEV02454,Desktop,Windows 11
DEV02455,Laptop,Ubuntu
DEV02456,Desktop,macOS
DEV02457,Laptop,Ubuntu
DEV02458,Desktop,Ubuntu
DEV02459,Desktop,Windows 11
DEV02460,Laptop,Windows 11
DEV02461,Laptop,Ubuntu
DEV02462,Desktop,Windows 11
DEV02463,Desktop,Ubuntu
DEV02464,Laptop,Ubuntu
DEV02465,Desktop,macOS
DEV02466,Desktop,Windows 11
DEV02467,Desktop,Windows 11
DEV02468,Desktop,Ubuntu
DEV02469,Laptop,macOS
DEV02470,Laptop,Ubuntu
DEV02471,Laptop,macOS
DEV02472,Laptop,Ubuntu
DEV02473,Laptop,macOS
DEV02474,Desktop,Windows 11
DEV02475,Desktop,Ubuntu
DEV02476,Desktop,Windows 11
DEV02477,Laptop,Windows 11
DEV02478,Laptop,macOS
DEV02479,Desktop,Ubuntu
DEV02480,Desktop,macOS
DEV02481,Laptop,Windows 11
DEV02482,Laptop,Windows 11
DEV02483,Desktop,Ubuntu
DEV02484,Laptop,Ubuntu
DEV02485,Desktop,Ubuntu
DEV02486,Laptop,macOS
DEV02487,Desktop,Windows 11
DEV02488,Laptop,Windows 11
DEV02489,Desktop,Ubuntu
DEV02490,Desktop,Windows 11
DEV02491,Laptop,Ubuntu
DEV02492,Desktop,Ubuntu
DEV02493,Desktop,macOS
DEV02494,Laptop,macOS
DEV02495,Desktop,Ubuntu
DEV02496,Desktop,Windows 11
DEV02497,Laptop,Windows 11
DEV02498,Laptop,Ubuntu
DEV02499,Desktop,Windows 11
DEV02500,Laptop,Ubuntu
DEV02501,Laptop,Ubuntu
DEV02502,Desktop,Windows 11
DEV02503,Desktop,Ubuntu
DEV02504,Laptop,Ubuntu
DEV02505,Laptop,macOS
DEV02506,Desktop,macOS
DEV02507,Laptop,Windows 11
DEV02508,Laptop,macOS
DEV02509,Laptop,Ubuntu
DEV02510,Laptop,macOS
