user_id,username,department,role,city,country,lat,lon,preferred_browser,preferred_os,preferred_start,preferred_end
U00576,vbarr,Finance,Admin,Bengaluru,India,12.97,77.59,Edge,macOS,10,18
U00577,erica49,IT,Analyst,Delhi,India,28.61,77.2,Safari,macOS,7,15
U00578,plee,Sales,Admin,Hyderabad,India,17.38,78.48,Firefox,Ubuntu,9,17
U00579,angela34,Engineering,Analyst,Mumbai,India,19.07,72.87,Edge,Windows 11,8,16
U00580,janet75,IT,Admin,Mumbai,India,19.07,72.87,Firefox,macOS,7,15
U00581,ybailey,Engineering,Manager,Bengaluru,India,12.97,77.59,Edge,Ubuntu,8,16
U00582,keith98,Finance,Admin,Delhi,India,28.61,77.2,Safari,Ubuntu,7,15
U00583,zhuang,Finance,Admin,Bengaluru,India,12.97,77.59,Firefox,macOS,8,16
U00584,stephanie24,Marketing,Analyst,Mumbai,India,19.07,72.87,Edge,macOS,7,15
U00585,robertsjennifer,Sales,Analyst,Bengaluru,India,12.97,77.59,Edge,Ubuntu,10,18
U00586,sandra47,Engineering,Manager,Chennai,India,13.08,80.27,Edge,Windows 11,7,15
U00587,jamesryan,Engineering,Analyst,Delhi,India,28.61,77.2,Edge,Windows 11,10,18
U00588,derrick99,HR,Engineer,Mumbai,India,19.07,72.87,Chrome,Windows 11,8,16
U00589,johnsantiago,Engineering,Admin,Delhi,India,28.61,77.2,Firefox,Windows 11,8,16
U00590,danawilliams,Sales,Engineer,Mumbai,India,19.07,72.87,Firefox,Ubuntu,10,18
U00591,erivera,Finance,Intern,Mumbai,India,19.07,72.87,Safari,macOS,8,16
U00592,maldonadoderrick,Marketing,Admin,Mumbai,India,19.07,72.87,Firefox,Windows 11,8,16
U00593,richarddonovan,IT,Analyst,Delhi,India,28.61,77.2,Firefox,Windows 11,8,16
U00594,mwoods,Marketing,Admin,Bengaluru,India,12.97,77.59,Safari,macOS,7,15
U00595,manuel01,Sales,Analyst,Chennai,India,13.08,80.27,Edge,macOS,8,16
U00596,amandasharp,IT,Manager,Delhi,India,28.61,77.2,Firefox,macOS,7,15
U00597,gentrygregory,HR,Analyst,Chennai,India,13.08,80.27,Edge,macOS,8,16
U00598,sarahjohnson,IT,Engineer,Chennai,India,13.08,80.27,Firefox,Windows 11,9,17
U00599,lfrench,HR,Analyst,Bengaluru,India,12.97,77.59,Chrome,macOS,7,15
U00600,nancy04,IT,Intern,Chennai,India,13.08,80.27,Safari,Windows 11,7,15
U00601,hebertmatthew,IT,Analyst,Hyderabad,India,17.38,78.48,Safari,Windows 11,10,18
U00602,ihays,Finance,Intern,Hyderabad,India,17.38,78.48,Chrome,Windows 11,8,16
U00603,ismall,HR,Analyst,Mumbai,India,19.07,72.87,Chrome,Windows 11,7,15
U00604,znelson,IT,Manager,Mumbai,India,19.07,72.87,Chrome,macOS,8,16
U00605,riverajessica,Sales,Admin,Chennai,India,13.08,80.27,Safari,macOS,9,17
U00606,jennifer05,Marketing,Manager,Chennai,India,13.08,80.27,Safari,Windows 11,10,18
U00607,ashley32,HR,Manager,Chennai,India,13.08,80.27,Edge,Ubuntu,7,15
U00608,gwilcox,Marketing,Analyst,Delhi,India,28.61,77.2,Firefox,Windows 11,9,17
U00609,christopher12,IT,Admin,Chennai,India,13.08,80.27,Safari,Windows 11,7,15
U00610,thomasboyle,Engineering,Intern,Chennai,India,13.08,80.27,Chrome,Ubuntu,9,17
U00611,greenjoe,Finance,Engineer,Delhi,India,28.61,77.2,Chrome,Windows 11,10,18
U00612,stephanie49,Engineering,Intern,Bengaluru,India,12.97,77.59,Chrome,Ubuntu,9,17
U00613,greenmichael,IT,Analyst,Hyderabad,India,17.38,78.48,Chrome,macOS,10,18
U00614,bryanwilson,Finance,Analyst,Delhi,India,28.61,77.2,Safari,Ubuntu,10,18
U00615,erik84,Engineering,Analyst,Bengaluru,India,12.97,77.59,Safari,Ubuntu,10,18
U00616,fowlershelia,HR,Admin,Mumbai,India,19.07,72.87,Chrome,Windows 11,8,16
U00617,christina32,Marketing,Analyst,Chennai,India,13.08,80.27,Safari,macOS,7,15
U00618,vhernandez,IT,Admin,Bengaluru,India,12.97,77.59,Safari,macOS,7,15
U00619,robert87,IT,Analyst,Hyderabad,India,17.38,78.48,Chrome,Ubuntu,8,16
U00620,kathleenbecker,Engineering,Intern,Chennai,India,13.08,80.27,Edge,Windows 11,8,16
U00621,foxallison,Finance,Engineer,Bengaluru,India,12.97,77.59,Safari,Windows 11,8,16
U00622,christian91,Marketing,Manager,Hyderabad,India,17.38,78.48,Firefox,Ubuntu,8,16
U00623,poolerebecca,IT,Admin,Chennai,India,13.08,80.27,Safari,macOS,7,15
U00624,ashleyhernandez,Sales,Intern,Mumbai,India,19.07,72.87,Chrome,macOS,9,17
U00625,melissa71,Engineering,Intern,Delhi,India,28.61,77.2,Edge,Windows 11,10,18
U00626,jenniferburns,Engineering,Admin,Delhi,India,28.61,77.2,Chrome,Ubuntu,7,15
U00627,dstokes,IT,Analyst,Delhi,India,28.61,77.2,Safari,macOS,9,17
U00628,williambryant,Engineering,Manager,Hyderabad,India,17.38,78.48,Firefox,Ubuntu,10,18
U00629,hansenemily,Engineering,Intern,Bengaluru,India,12.97,77.59,Firefox,macOS,10,18
U00630,jennifer64,Marketing,Intern,Bengaluru,India,12.97,77.59,Firefox,Ubuntu,7,15
U00631,reesebeth,HR,Analyst,Chennai,India,13.08,80.27,Firefox,Ubuntu,9,17
U00632,hendersonisabella,Finance,Analyst,Chennai,India,13.08,80.27,Safari,Ubuntu,8,16
U00633,michaelcesar,Sales,Engineer,Mumbai,India,19.07,72.87,Edge,Ubuntu,10,18
U00634,ajohnson,Marketing,Intern,Bengaluru,India,12.97,77.59,Firefox,Windows 11,10,18
U00635,kaylacannon,Engineering,Analyst,Delhi,India,28.61,77.2,Safari,Windows 11,8,16
U00636,ybrooks,Finance,Manager,Delhi,India,28.61,77.2,Edge,Windows 11,7,15
U00637,ykane,IT,Engineer,Bengaluru,India,12.97,77.59,Firefox,macOS,7,15
U00638,qmiller,HR,Intern,Bengaluru,India,12.97,77.59,Safari,macOS,9,17
U00639,desireebailey,Finance,Analyst,Chennai,India,13.08,80.27,Safari,macOS,7,15
U00640,victorialong,IT,Admin,Hyderabad,India,17.38,78.48,Firefox,Ubuntu,8,16
U00641,jessicawalker,Marketing,Engineer,Bengaluru,India,12.97,77.59,Firefox,Windows 11,9,17
U00642,avilatiffany,Finance,Admin,Hyderabad,India,17.38,78.48,Edge,Windows 11,7,15
U00643,inunez,HR,Intern,Bengaluru,India,12.97,77.59,Chrome,macOS,8,16
U00644,opatel,Finance,Manager,Chennai,India,13.08,80.27,Chrome,Windows 11,10,18
U00645,stevenmoore,Marketing,Analyst,Mumbai,India,19.07,72.87,Safari,Ubuntu,9,17
U00646,sharonhardy,HR,Manager,Mumbai,India,19.07,72.87,Safari,Ubuntu,10,18
U00647,johnsondonna,Sales,Engineer,Delhi,India,28.61,77.2,Chrome,macOS,10,18
U00648,allencarlos,HR,Engineer,Mumbai,India,19.07,72.87,Safari,Windows 11,9,17
U00649,griffinemily,Marketing,Analyst,Mumbai,India,19.07,72.87,Firefox,Ubuntu,9,17
U00650,sanchezbradley,Finance,Admin,Mumbai,India,19.07,72.87,Edge,Windows 11,8,16
U00651,nyoung,Marketing,Analyst,Delhi,India,28.61,77.2,Edge,macOS,10,18
U00652,taylorvictoria,HR,Analyst,Chennai,India,13.08,80.27,Safari,Ubuntu,10,18
U00653,lisadennis,Sales,Admin,Hyderabad,India,17.38,78.48,Edge,Ubuntu,7,15
U00654,barbara53,Marketing,Analyst,Bengaluru,India,12.97,77.59,Firefox,Windows 11,10,18
U00655,nancy83,HR,Engineer,Delhi,India,28.61,77.2,Safari,Windows 11,8,16
U00656,dturner,Marketing,Analyst,Mumbai,India,19.07,72.87,Chrome,Windows 11,8,16
U00657,conniesimmons,Marketing,Analyst,Mumbai,India,19.07,72.87,Safari,Ubuntu,8,16
U00658,wwilliams,Sales,Analyst,Mumbai,India,19.07,72.87,Safari,Windows 11,9,17
U00659,ufloyd,Marketing,Admin,Hyderabad,India,17.38,78.48,Chrome,Ubuntu,7,15
U00660,trussell,Marketing,Intern,Bengaluru,India,12.97,77.59,Firefox,Ubuntu,7,15
U00661,iwhite,Finance,Manager,Chennai,India,13.08,80.27,Firefox,Ubuntu,8,16
U00662,oallen,Finance,Analyst,Delhi,India,28.61,77.2,Edge,Windows 11,10,18
U00663,meredith27,Marketing,Manager,Hyderabad,India,17.38,78.48,Firefox,macOS,9,17
U00664,harttammy,IT,Analyst,Chennai,India,13.08,80.27,Edge,Windows 11,7,15
U00665,paulscott,IT,Engineer,Delhi,India,28.61,77.2,Edge,macOS,8,16
U00666,deborah75,IT,Intern,Hyderabad,India,17.38,78.48,Safari,Ubuntu,10,18
U00667,nicholsmaria,Sales,Manager,Chennai,India,13.08,80.27,Firefox,Windows 11,7,15
U00668,adamsemily,Engineering,Engineer,Mumbai,India,19.07,72.87,Edge,Windows 11,8,16
U00669,russojacob,Finance,Engineer,Mumbai,India,19.07,72.87,Safari,macOS,9,17
U00670,timothybooth,Finance,Engineer,Delhi,India,28.61,77.2,Chrome,Ubuntu,9,17
U00671,kevin03,Marketing,Admin,Mumbai,India,19.07,72.87,Firefox,Ubuntu,10,18
U00672,suzannewilson,IT,Analyst,Bengaluru,India,12.97,77.59,Edge,Windows 11,9,17
U00673,srocha,Finance,Manager,Hyderabad,India,17.38,78.48,Edge,Windows 11,7,15
U00674,randyallen,Engineering,Analyst,Chennai,India,13.08,80.27,Chrome,Ubuntu,8,16
U00675,kimberly67,Sales,Engineer,Mumbai,India,19.07,72.87,Chrome,macOS,7,15
U00676,kyle58,Marketing,Engineer,Chennai,India,13.08,80.27,Safari,Ubuntu,7,15
U00677,zowens,Sales,Analyst,Hyderabad,India,17.38,78.48,Safari,macOS,7,15
U00678,ugill,Marketing,Engineer,Bengaluru,India,12.97,77.59,Firefox,Ubuntu,8,16
U00679,nathangutierrez,Sales,Admin,Chennai,India,13.08,80.27,Edge,Ubuntu,9,17
U00680,joycesmith,HR,Engineer,Chennai,India,13.08,80.27,Chrome,Ubuntu,7,15
U00681,mphillips,HR,Admin,Bengaluru,India,12.97,77.59,Edge,Ubuntu,8,16
U00682,jerry93,Finance,Engineer,Hyderabad,India,17.38,78.48,Safari,Windows 11,9,17
U00683,rpierce,Finance,Engineer,Hyderabad,India,17.38,78.48,Chrome,macOS,9,17
U00684,jonathan77,Sales,Intern,Chennai,India,13.08,80.27,Edge,Windows 11,7,15
U00685,yjackson,Marketing,Engineer,Delhi,India,28.61,77.2,Firefox,macOS,7,15
U00686,gary87,HR,Analyst,Bengaluru,India,12.97,77.59,Safari,Windows 11,10,18
U00687,sabrinaweaver,Engineering,Analyst,Chennai,India,13.08,80.27,Firefox,macOS,8,16
U00688,warrenmary,Marketing,Engineer,Mumbai,India,19.07,72.87,Chrome,Windows 11,10,18
U00689,landryelizabeth,Marketing,Manager,Chennai,India,13.08,80.27,Firefox,Ubuntu,8,16
U00690,gutierrezmegan,Marketing,Engineer,Hyderabad,India,17.38,78.48,Firefox,Ubuntu,9,17
U00691,carloshernandez,IT,Intern,Bengaluru,India,12.97,77.59,Safari,Ubuntu,7,15
U00692,williambrooks,IT,Manager,Hyderabad,India,17.38,78.48,Chrome,Windows 11,10,18
U00693,bhopkins,Engineering,Intern,Chennai,India,13.08,80.27,Safari,macOS,8,16
U00694,patelrobert,Sales,Intern,Hyderabad,India,17.38,78.48,Firefox,macOS,8,16
U00695,morenojoshua,IT,Intern,Chennai,India,13.08,80.27,Chrome,Ubuntu,8,16
U00696,andre62,Engineering,Analyst,Hyderabad,India,17.38,78.48,Firefox,Windows 11,7,15
U00697,hullalice,Marketing,Analyst,Delhi,India,28.61,77.2,Chrome,Ubuntu,8,16
U00698,jamesfox,HR,Intern,Bengaluru,India,12.97,77.59,Edge,macOS,10,18
U00699,joseph61,Engineering,Manager,Delhi,India,28.61,77.2,Safari,Ubuntu,7,15
U00700,susan79,IT,Analyst,Bengaluru,India,12.97,77.59,Edge,Ubuntu,7,15
U00701,veronicaperez,Sales,Manager,Mumbai,India,19.07,72.87,Safari,Ubuntu,7,15
U00702,valdezmichele,IT,Intern,Bengaluru,India,12.97,77.59,Safari,Windows 11,7,15
U00703,davisnicholas,HR,Engineer,Hyderabad,India,17.38,78.48,Safari,macOS,10,18
U00704,abrown,IT,Intern,Chennai,India,13.08,80.27,Chrome,macOS,7,15
U00705,christopherbruce,Engineering,Admin,Delhi,India,28.61,77.2,Firefox,macOS,7,15
U00706,ariel18,Marketing,Intern,Delhi,India,28.61,77.2,Firefox,Ubuntu,8,16
U00707,hallrachel,IT,Analyst,Chennai,India,13.08,80.27,Safari,macOS,8,16
U00708,enelson,Engineering,Engineer,Mumbai,India,19.07,72.87,Edge,Windows 11,10,18
U00709,rachel90,Marketing,Analyst,Mumbai,India,19.07,72.87,Firefox,macOS,9,17
U00710,sarahedwards,Finance,Intern,Chennai,India,13.08,80.27,Edge,macOS,7,15
U00711,brendagoodwin,HR,Admin,Hyderabad,India,17.38,78.48,Edge,Windows 11,7,15
U00712,thickman,Finance,Intern,Chennai,India,13.08,80.27,Edge,macOS,10,18
U00713,anneknight,IT,Engineer,Mumbai,India,19.07,72.87,Chrome,Ubuntu,7,15
U00714,irhodes,IT,Engineer,Hyderabad,India,17.38,78.48,Chrome,macOS,8,16
U00715,patrick21,Sales,Manager,Hyderabad,India,17.38,78.48,Edge,macOS,10,18
U00716,brian63,IT,Admin,Bengaluru,India,12.97,77.59,Firefox,macOS,7,15
U00717,petersonkayla,Sales,Manager,Hyderabad,India,17.38,78.48,Firefox,Ubuntu,10,18
U00718,unovak,IT,Manager,Mumbai,India,19.07,72.87,Edge,Ubuntu,9,17
U00719,walterskristen,Marketing,Admin,Delhi,India,28.61,77.2,Firefox,macOS,9,17
U00720,whenry,Finance,Manager,Delhi,India,28.61,77.2,Firefox,macOS,8,16
U00721,rreynolds,Marketing,Manager,Mumbai,India,19.07,72.87,Firefox,macOS,8,16
U00722,nmiller,Sales,Intern,Chennai,India,13.08,80.27,Safari,macOS,9,17
U00723,lauren11,IT,Engineer,Delhi,India,28.61,77.2,Chrome,Windows 11,9,17
U00724,eric26,Engineering,Engineer,Hyderabad,India,17.38,78.48,Edge,Ubuntu,8,16
U00725,michael10,Marketing,Analyst,Bengaluru,India,12.97,77.59,Edge,Windows 11,9,17
U00726,sean41,Sales,Engineer,Mumbai,India,19.07,72.87,Firefox,Ubuntu,8,16
U00727,christopherjordan,Marketing,Admin,Chennai,India,13.08,80.27,Safari,Windows 11,8,16
U00728,fgarcia,Marketing,Engineer,Delhi,India,28.61,77.2,Safari,Ubuntu,9,17
U00729,angela99,Sales,Engineer,Hyderabad,India,17.38,78.48,Chrome,macOS,9,17
U00730,michelle04,Sales,Intern,Mumbai,India,19.07,72.87,Edge,macOS,8,16
U00731,fhughes,Marketing,Manager,Mumbai,India,19.07,72.87,Firefox,Ubuntu,8,16
U00732,ashleyjackson,Finance,Manager,Bengaluru,India,12.97,77.59,Chrome,Ubuntu,7,15
U00733,rjackson,HR,Admin,Chennai,India,13.08,80.27,Firefox,Windows 11,10,18
U00734,joseph21,Engineering,Analyst,Bengaluru,India,12.97,77.59,Safari,macOS,9,17
U00735,ryanfisher,Finance,Analyst,Bengaluru,India,12.97,77.59,Chrome,macOS,7,15
U00736,xpatton,IT,Admin,Delhi,India,28.61,77.2,Firefox,Windows 11,9,17
U00737,sheryl79,Finance,Admin,Mumbai,India,19.07,72.87,Chrome,macOS,8,16
U00738,stephentaylor,Sales,Admin,Bengaluru,India,12.97,77.59,Safari,Windows 11,10,18
U00739,rushmartin,Finance,Analyst,Mumbai,India,19.07,72.87,Firefox,Ubuntu,8,16
U00740,vbrock,Sales,Admin,Mumbai,India,19.07,72.87,Safari,macOS,8,16
U00741,pcook,Marketing,Analyst,Chennai,India,13.08,80.27,Safari,Windows 11,7,15
U00742,kevinmorrison,Engineering,Analyst,Delhi,India,28.61,77.2,Safari,Windows 11,8,16
U00743,timothythompson,Sales,Analyst,Hyderabad,India,17.38,78.48,Chrome,macOS,9,17
U00744,snovak,IT,Engineer,Mumbai,India,19.07,72.87,Firefox,macOS,10,18
U00745,yfaulkner,Sales,Engineer,Bengaluru,India,12.97,77.59,Chrome,Windows 11,9,17
U00746,markramirez,Marketing,Engineer,Delhi,India,28.61,77.2,Edge,macOS,7,15
U00747,kdiaz,Engineering,Manager,Bengaluru,India,12.97,77.59,Safari,macOS,10,18
U00748,brittanygardner,Engineering,Intern,Chennai,India,13.08,80.27,Firefox,Windows 11,8,16
U00749,bentonsteven,Engineering,Manager,Chennai,India,13.08,80.27,Firefox,macOS,7,15
U00750,samuelcarter,HR,Intern,Chennai,India,13.08,80.27,Safari,Ubuntu,8,16
U00751,fuenteslaura,HR,Engineer,Hyderabad,India,17.38,78.48,Safari,macOS,10,18
U00752,ichambers,Marketing,Admin,Chennai,India,13.08,80.27,Chrome,macOS,7,15
U00753,john26,Marketing,Engineer,Delhi,India,28.61,77.2,Firefox,macOS,7,15
U00754,mjones,Marketing,Analyst,Chennai,India,13.08,80.27,Chrome,Ubuntu,9,17
U00755,iaguilar,IT,Engineer,Hyderabad,India,17.38,78.48,Safari,Windows 11,10,18
U00756,ystephens,Finance,Intern,Delhi,India,28.61,77.2,Firefox,macOS,8,16
U00757,jacqueline89,Marketing,Analyst,Bengaluru,India,12.97,77.59,Chrome,macOS,9,17
U00758,rodriguezjohn,Engineering,Engineer,Delhi,India,28.61,77.2,Chrome,macOS,8,16
U00759,gabriel90,Sales,Admin,Delhi,India,28.61,77.2,Chrome,Ubuntu,10,18
U00760,vrasmussen,Finance,Intern,Bengaluru,India,12.97,77.59,Edge,Windows 11,9,17
U00761,grodriguez,Sales,Analyst,Bengaluru,India,12.97,77.59,Edge,Windows 11,8,16
U00762,jeffrey88,Sales,Intern,Bengaluru,India,12.97,77.59,Chrome,Ubuntu,7,15
U00763,seanmyers,Engineering,Manager,Chennai,India,13.08,80.27,Safari,Ubuntu,9,17
U00764,michaeljohnson,Marketing,Manager,Mumbai,India,19.07,72.87,Chrome,Ubuntu,8,16
U00765,phillipssamantha,Finance,Analyst,Delhi,India,28.61,77.2,Safari,Ubuntu,7,15
U00766,wilsonshelia,Marketing,Admin,Mumbai,India,19.07,72.87,Edge,macOS,9,17
U00767,michaelcooper,HR,Intern,Delhi,India,28.61,77.2,Edge,Windows 11,9,17
U00768,adrianabailey,Finance,Intern,Mumbai,India,19.07,72.87,Firefox,Ubuntu,8,16
U00769,kimheather,IT,Intern,Bengaluru,India,12.97,77.59,Safari,Ubuntu,9,17
U00770,carlos01,Sales,Engineer,Mumbai,India,19.07,72.87,Edge,macOS,10,18
U00771,sweeneydeborah,HR,Manager,Delhi,India,28.61,77.2,Edge,Ubuntu,7,15
U00772,sarahyang,Engineering,Admin,Chennai,India,13.08,80.27,Chrome,macOS,7,15
U00773,andrearivera,Sales,Manager,Delhi,India,28.61,77.2,Chrome,macOS,10,18
U00774,omullen,Marketing,Manager,Mumbai,India,19.07,72.87,Firefox,Ubuntu,10,18
U00775,lsoto,Finance,Intern,Bengaluru,India,12.97,77.59,Chrome,Ubuntu,9,17
U00776,vfoster,Marketing,Manager,Mumbai,India,19.07,72.87,Edge,macOS,7,15
U00777,shannonjordan,Finance,Manager,Bengaluru,India,12.97,77.59,Edge,macOS,10,18
U00778,bushjamie,Engineering,Manager,Hyderabad,India,17.38,78.48,Safari,Windows 11,9,17
U00779,raylauren,HR,Manager,Chennai,India,13.08,80.27,Chrome,macOS,9,17
U00780,michaelgonzalez,IT,Intern,Bengaluru,India,12.97,77.59,Safari,Windows 11,9,17
U00781,bakermichelle,Engineering,Admin,Chennai,India,13.08,80.27,Firefox,macOS,9,17
U00782,candice96,IT,Intern,Mumbai,India,19.07,72.87,Firefox,macOS,8,16
U00783,baileymegan,IT,Manager,Chennai,India,13.08,80.27,Safari,Ubuntu,9,17
U00784,lisamccarthy,IT,Admin,Mumbai,India,19.07,72.87,Chrome,macOS,10,18
U00785,samantha91,Finance,Manager,Bengaluru,India,12.97,77.59,Chrome,macOS,10,18
U00786,lawrenceallen,Finance,Manager,Mumbai,India,19.07,72.87,Edge,Ubuntu,8,16
U00787,whiteheather,Marketing,Manager,Delhi,India,28.61,77.2,Safari,Ubuntu,7,15
U00788,ibarnes,Marketing,Intern,Chennai,India,13.08,80.27,Safari,Windows 11,10,18
U00789,fhenderson,Marketing,Intern,Delhi,India,28.61,77.2,Chrome,Windows 11,8,16
U00790,angelaburns,Sales,Admin,Chennai,India,13.08,80.27,Edge,Windows 11,8,16
U00791,jacobwilkinson,Sales,Manager,Delhi,India,28.61,77.2,Chrome,Windows 11,7,15
U00792,glennstephanie,Sales,Intern,Mumbai,India,19.07,72.87,Chrome,macOS,8,16
U00793,ytaylor,Finance,Intern,Mumbai,India,19.07,72.87,Safari,Ubuntu,7,15
U00794,fortiz,IT,Admin,Bengaluru,India,12.97,77.59,Edge,macOS,8,16
U00795,cmckinney,Finance,Analyst,Bengaluru,India,12.97,77.59,Safari,macOS,9,17
U00796,kjackson,Finance,Intern,Delhi,India,28.61,77.2,Safari,Windows 11,7,15
U00797,flynnjeffrey,Finance,Admin,Chennai,India,13.08,80.27,Safari,Windows 11,7,15
U00798,hillamanda,Finance,Intern,Delhi,India,28.61,77.2,Chrome,macOS,7,15
U00799,kimberlycunningham,Engineering,Intern,Delhi,India,28.61,77.2,Edge,macOS,7,15
U00800,hdunn,Marketing,Intern,Delhi,India,28.61,77.2,Safari,Ubuntu,7,15
U00801,adamsamy,Finance,Intern,Chennai,India,13.08,80.27,Safari,Ubuntu,10,18
U00802,amber07,IT,Manager,Delhi,India,28.61,77.2,Firefox,Ubuntu,7,15
U00803,veronicagarcia,HR,Admin,Bengaluru,India,12.97,77.59,Safari,Ubuntu,7,15
U00804,kennethkidd,Marketing,Engineer,Bengaluru,India,12.97,77.59,Chrome,macOS,7,15
U00805,fbaker,Marketing,Manager,Chennai,India,13.08,80.27,Firefox,Ubuntu,10,18
U00806,hgrimes,Finance,Intern,Mumbai,India,19.07,72.87,Firefox,Ubuntu,7,15
U00807,jasonrojas,Sales,Analyst,Delhi,India,28.61,77.2,Firefox,macOS,10,18
U00808,michelle96,IT,Admin,Hyderabad,India,17.38,78.48,Safari,Windows 11,8,16
U00809,christinaglover,HR,Analyst,Mumbai,India,19.07,72.87,Firefox,macOS,10,18
U00810,lindahudson,Marketing,Engineer,Hyderabad,India,17.38,78.48,Edge,Ubuntu,8,16
U00811,candice25,Finance,Admin,Bengaluru,India,12.97,77.59,Safari,Ubuntu,7,15
U00812,keith48,Finance,Intern,Delhi,India,28.61,77.2,Chrome,Windows 11,7,15
U00813,taylorkaren,Sales,Intern,Bengaluru,India,12.97,77.59,Chrome,Windows 11,10,18
U00814,rsellers,HR,Engineer,Mumbai,India,19.07,72.87,Chrome,macOS,8,16
U00815,jacquelineanderson,Sales,Admin,Hyderabad,India,17.38,78.48,Firefox,macOS,10,18
U00816,jenniferpoole,Finance,Intern,Delhi,India,28.61,77.2,Safari,Windows 11,7,15
U00817,kburns,Finance,Engineer,Bengaluru,India,12.97,77.59,Edge,macOS,9,17
U00818,courtney67,HR,Manager,Bengaluru,India,12.97,77.59,Chrome,Windows 11,7,15
U00819,schultznicole,IT,Analyst,Chennai,India,13.08,80.27,Safari,Ubuntu,9,17
U00820,powellkara,Sales,Engineer,Delhi,India,28.61,77.2,Chrome,Windows 11,8,16
U00821,shawn75,Marketing,Admin,Delhi,India,28.61,77.2,Firefox,Ubuntu,9,17
U00822,meltonmelanie,Sales,Manager,Mumbai,India,19.07,72.87,Safari,Ubuntu,8,16
U00823,simonstephen,HR,Manager,Delhi,India,28.61,77.2,Safari,macOS,7,15
U00824,melissa86,Sales,Analyst,Chennai,India,13.08,80.27,Firefox,Windows 11,7,15
U00825,tammysummers,Sales,Admin,Delhi,India,28.61,77.2,Firefox,macOS,9,17
U00826,sadams,Sales,Intern,Hyderabad,India,17.38,78.48,Edge,Ubuntu,10,18
U00827,amy29,Sales,Engineer,Hyderabad,India,17.38,78.48,Safari,Windows 11,10,18
U00828,rkramer,IT,Manager,Mumbai,India,19.07,72.87,Edge,Ubuntu,7,15
U00829,williamsconnie,Sales,Admin,Hyderabad,India,17.38,78.48,Chrome,macOS,9,17
U00830,ksmith,HR,Engineer,Mumbai,India,19.07,72.87,Safari,macOS,8,16
U00831,bbryant,Sales,Manager,Mumbai,India,19.07,72.87,Safari,Ubuntu,7,15
U00832,wendyblankenship,Sales,Analyst,Mumbai,India,19.07,72.87,Edge,macOS,8,16
U00833,erik41,Marketing,Manager,Bengaluru,India,12.97,77.59,Edge,macOS,10,18
U00834,john52,Finance,Manager,Bengaluru,India,12.97,77.59,Edge,Windows 11,9,17
U00835,sanderskevin,Finance,Engineer,Delhi,India,28.61,77.2,Chrome,Windows 11,9,17
U00836,rubendavis,Sales,Engineer,Hyderabad,India,17.38,78.48,Safari,Ubuntu,7,15
U00837,smiththomas,IT,Admin,Delhi,India,28.61,77.2,Firefox,Ubuntu,9,17
U00838,brittneystone,IT,Manager,Bengaluru,India,12.97,77.59,Edge,Windows 11,9,17
U00839,ssmith,IT,Admin,Delhi,India,28.61,77.2,Chrome,macOS,10,18
U00840,lisa62,Marketing,Manager,Mumbai,India,19.07,72.87,Safari,Windows 11,10,18
U00841,yjones,HR,Engineer,Delhi,India,28.61,77.2,Chrome,macOS,10,18
U00842,crosscurtis,Sales,Engineer,Bengaluru,India,12.97,77.59,Firefox,Ubuntu,10,18
U00843,michael42,Finance,Admin,Delhi,India,28.61,77.2,Firefox,Windows 11,9,17
U00844,wayala,Sales,Analyst,Mumbai,India,19.07,72.87,Firefox,Windows 11,10,18
U00845,darlenebyrd,Finance,Intern,Hyderabad,India,17.38,78.48,Firefox,Ubuntu,10,18
U00846,morenoalan,IT,Manager,Hyderabad,India,17.38,78.48,Edge,macOS,9,17
U00847,scottbowen,Marketing,Analyst,Bengaluru,India,12.97,77.59,Edge,macOS,7,15
U00848,samanthajensen,Finance,Manager,Hyderabad,India,17.38,78.48,Edge,Ubuntu,10,18
U00849,fheath,IT,Intern,Chennai,India,13.08,80.27,Edge,macOS,8,16
U00850,taylordavid,IT,Analyst,Delhi,India,28.61,77.2,Firefox,macOS,9,17
U00851,bbell,IT,Engineer,Delhi,India,28.61,77.2,Edge,Windows 11,7,15
U00852,kylie34,IT,Engineer,Bengaluru,India,12.97,77.59,Safari,macOS,9,17
U00853,wrightcarolyn,HR,Analyst,Mumbai,India,19.07,72.87,Firefox,Ubuntu,9,17
U00854,kimberly04,Engineering,Analyst,Chennai,India,13.08,80.27,Edge,macOS,10,18
U00855,aprilhicks,HR,Analyst,Delhi,India,28.61,77.2,Firefox,macOS,8,16
U00856,dphillips,Marketing,Intern,Delhi,India,28.61,77.2,Chrome,Ubuntu,10,18
U00857,troyrodriguez,IT,Manager,Delhi,India,28.61,77.2,Edge,macOS,9,17
U00858,elittle,Marketing,Admin,Mumbai,India,19.07,72.87,Safari,Windows 11,10,18
U00859,hatfieldsarah,HR,Manager,Chennai,India,13.08,80.27,Firefox,Ubuntu,8,16
U00860,paulcombs,Sales,Intern,Mumbai,India,19.07,72.87,Firefox,Ubuntu,9,17
U00861,rdiaz,IT,Manager,Mumbai,India,19.07,72.87,Edge,Windows 11,10,18
U00862,kathrynbest,Marketing,Analyst,Bengaluru,India,12.97,77.59,Chrome,Windows 11,8,16
U00863,smithcarlos,Engineering,Engineer,Bengaluru,India,12.97,77.59,Chrome,Ubuntu,10,18
U00864,jason06,Engineering,Intern,Delhi,India,28.61,77.2,Chrome,Windows 11,7,15
